rechnung_id,bestell_id,bestelldatum,lieferant,kategorie,material_id,menge,stueckpreis,gesamtbetrag,lieferzeit_tage,anomalie_typ,Flag_DoppelteRechnung,Flag_Preisabweichung,Flag_KnappUnterGrenze,Flag_Auftragssplitting,Flag_Regel,ML_Score,Flag_ML,Erkennungsquelle
INV-100007,PO-500007,2024-05-15,Alpha Components GmbH,Logistik,MAT-1046,181,269.27,48737.87,19,normal,False,False,False,False,False,0.02622550929034817,False,unauffaellig
INV-100248,PO-500248,2024-02-08,Alpha Components GmbH,Elektronik,MAT-1068,199,118.32,23545.68,18,normal,False,False,False,False,False,0.044761947888039444,False,unauffaellig
INV-100470,PO-500470,2024-01-25,Eta Industriebedarf,Bueromaterial,MAT-1073,63,16.4,1033.2,14,normal,False,False,False,False,False,0.1802752102998615,False,unauffaellig
INV-100335,PO-500335,2024-05-10,Eta Industriebedarf,Logistik,MAT-1047,150,251.43,37714.5,15,normal,False,False,False,False,False,0.06036721457656391,False,unauffaellig
INV-100457,PO-500457,2024-01-12,Delta Elektronik,Bueromaterial,MAT-1039,40,16.98,679.2,17,normal,False,False,False,False,False,0.15705664546095954,False,unauffaellig
INV-100328,PO-500328,2024-06-15,Zeta Verpackung,Logistik,MAT-1019,156,1381.38,215495.28,14,preisanomalie,False,True,False,False,True,-0.20077747513551425,True,Regel + ML
INV-100320,PO-500320,2024-11-06,Delta Elektronik,Verpackung,MAT-1032,88,2.89,254.32,12,normal,False,False,False,False,False,0.17399849525593092,False,unauffaellig
INV-100289,PO-500289,2024-09-28,Beta Metalltechnik,Logistik,MAT-1085,67,286.92,19223.64,3,normal,False,False,False,False,False,0.009326934225321049,False,unauffaellig
INV-100140,PO-500140,2024-01-03,Eta Industriebedarf,Logistik,MAT-1073,142,326.78,46402.76,17,normal,False,False,False,False,False,0.03228839954841489,False,unauffaellig
INV-100213,PO-500213,2024-02-13,Beta Metalltechnik,Rohmaterial,MAT-1091,76,9.41,715.16,18,normal,False,False,False,False,False,0.1651602415680532,False,unauffaellig
INV-100043,PO-500043,2024-04-23,Theta Werkzeuge,Rohmaterial,MAT-1077,56,6.34,355.04,12,normal,False,False,False,False,False,0.1792697242103657,False,unauffaellig
INV-100042,PO-500042,2024-11-21,Beta Metalltechnik,Elektronik,MAT-1074,25,163.09,4077.25,21,normal,False,False,False,False,False,0.06872258647178187,False,unauffaellig
INV-100073,PO-500073,2024-02-04,Epsilon Rohstoffe,Logistik,MAT-1072,127,370.27,47024.29,17,normal,False,False,False,False,False,0.014928209895557987,False,unauffaellig
INV-100494,PO-500494,2024-09-11,Gamma Logistik AG,Werkzeuge,MAT-1030,77,26.44,2035.88,12,normal,False,False,False,False,False,0.16978979879759765,False,unauffaellig
INV-100563,PO-500563,2024-06-18,Eta Industriebedarf,Logistik,MAT-1003,51,314.93,16061.43,20,normal,False,False,False,False,False,0.0510625542339504,False,unauffaellig
INV-100066,PO-500066,2024-12-18,Eta Industriebedarf,Logistik,MAT-1083,107,309.15,33079.05,12,normal,False,False,False,False,False,0.044739660460951014,False,unauffaellig
INV-100011,PO-500011,2024-08-30,Delta Elektronik,Rohmaterial,MAT-1070,156,8.43,1315.08,12,normal,False,False,False,False,False,0.16859667755714902,False,unauffaellig
INV-100199,PO-500199,2024-04-17,Gamma Logistik AG,Verpackung,MAT-1076,27,2.5,67.5,13,normal,True,False,False,False,True,0.16168381879243665,False,nur Regel
INV-100526,PO-500526,2024-11-06,Epsilon Rohstoffe,Verpackung,MAT-1034,149,2.84,423.16,3,normal,False,False,False,False,False,0.10620077115321391,False,unauffaellig
INV-100551,PO-500551,2024-04-11,Eta Industriebedarf,Logistik,MAT-1005,143,349.15,49928.45,16,normal,False,False,False,False,False,0.026084013107479875,False,unauffaellig
INV-100432,PO-500432,2024-09-13,Zeta Verpackung,Werkzeuge,MAT-1018,148,34.06,5040.88,19,normal,False,False,False,False,False,0.13800427666472748,False,unauffaellig
INV-100259,PO-500259,2024-02-13,Eta Industriebedarf,Rohmaterial,MAT-1008,192,8.02,1539.84,12,normal,False,False,False,False,False,0.14824554635366555,False,unauffaellig
INV-100596,PO-500596,2024-01-27,Beta Metalltechnik,Werkzeuge,MAT-1030,128,68.93,8823.04,14,normal,False,False,False,False,False,0.15491657325350322,False,unauffaellig
INV-100531,PO-500531,2024-06-01,Beta Metalltechnik,Bueromaterial,MAT-1053,100,12.01,1201.0,26,normal,False,False,False,False,False,0.06700925381297684,False,unauffaellig
INV-100583,PO-500583,2024-12-28,Beta Metalltechnik,Logistik,MAT-1042,14,250.0,3500.0,17,normal,False,False,False,False,False,0.0680250041904441,False,unauffaellig
INV-100083,PO-500083,2024-12-07,Gamma Logistik AG,Verpackung,MAT-1078,189,2.2,415.8,18,normal,False,False,False,False,False,0.13138575912013178,False,unauffaellig
INV-100393,PO-500393,2024-11-08,Theta Werkzeuge,Bueromaterial,MAT-1007,129,17.01,2194.29,15,normal,False,False,False,False,False,0.1752524836424293,False,unauffaellig
INV-100312,PO-500312,2024-11-10,Delta Elektronik,Logistik,MAT-1027,97,280.95,27252.15,14,normal,False,False,False,False,False,0.06779133617449684,False,unauffaellig
INV-100399,PO-500399,2024-06-21,Epsilon Rohstoffe,Logistik,MAT-1049,192,304.32,58429.44,19,normal,False,False,False,False,False,0.0037898725051994653,False,unauffaellig
INV-100079,PO-500079,2024-02-02,Delta Elektronik,Bueromaterial,MAT-1065,144,2.22,319.68,18,preisanomalie,False,True,False,False,True,0.15798386934104924,False,nur Regel
INV-100023,PO-500023,2024-04-09,Alpha Components GmbH,Logistik,MAT-1009,147,243.98,35865.06,12,normal,False,False,False,False,False,0.05897348422505144,False,unauffaellig
INV-100227,PO-500227,2024-05-28,Delta Elektronik,Verpackung,MAT-1044,139,2.21,307.19,14,normal,False,False,False,False,False,0.17323522774903427,False,unauffaellig
INV-100336,PO-500336,2024-05-19,Beta Metalltechnik,Verpackung,MAT-1070,55,2.25,123.75,8,normal,False,False,False,False,False,0.14781552189555536,False,unauffaellig
INV-100370,PO-500370,2024-06-03,Alpha Components GmbH,Elektronik,MAT-1098,150,108.48,16272.0,14,normal,False,False,False,False,False,0.12137704309373704,False,unauffaellig
INV-100236,PO-500236,2024-06-10,Zeta Verpackung,Bueromaterial,MAT-1081,109,17.1,1863.9,9,normal,False,False,False,False,False,0.1581174776260268,False,unauffaellig
INV-100234,PO-500234,2024-07-15,Delta Elektronik,Verpackung,MAT-1070,137,2.69,368.53,18,normal,False,False,False,False,False,0.16042221091902698,False,unauffaellig
INV-100310,PO-500310,2024-08-16,Beta Metalltechnik,Werkzeuge,MAT-1092,168,28.95,4863.6,16,normal,False,False,False,False,False,0.14510514019523474,False,unauffaellig
INV-100256,PO-500256,2024-06-14,Eta Industriebedarf,Rohmaterial,MAT-1004,164,7.61,1248.04,13,normal,False,False,False,False,False,0.16993959409644938,False,unauffaellig
INV-100137,PO-500137,2024-05-30,Alpha Components GmbH,Bueromaterial,MAT-1079,49,9.68,474.32,20,normal,False,False,False,False,False,0.14640831471601284,False,unauffaellig
INV-100274,PO-500274,2024-01-12,Theta Werkzeuge,Verpackung,MAT-1069,41,2.43,99.63,7,normal,False,False,False,False,False,0.13331610792726784,False,unauffaellig
INV-100235,PO-500235,2024-12-07,Eta Industriebedarf,Bueromaterial,MAT-1085,36,13.33,479.88,9,normal,False,False,False,False,False,0.15094724811356058,False,unauffaellig
INV-100579,PO-500579,2024-11-20,Epsilon Rohstoffe,Rohmaterial,MAT-1063,166,10.21,1694.86,15,normal,False,False,False,False,False,0.17014212886082175,False,unauffaellig
INV-100211,PO-500211,2024-02-15,Beta Metalltechnik,Werkzeuge,MAT-1095,72,45.76,3294.72,19,normal,False,False,False,False,False,0.14374872531830019,False,unauffaellig
INV-100009,PO-500009,2024-10-30,Delta Elektronik,Logistik,MAT-1080,153,332.59,50886.27,14,normal,False,False,False,False,False,0.03421933491511442,False,unauffaellig
INV-DUP-12,PO-500314,2024-02-04,Alpha Components GmbH,Rohmaterial,MAT-1031,186,10.22,1900.92,4,doppelte_rechnung,True,False,False,False,True,0.10442278812960448,False,nur Regel
INV-100299,PO-500299,2024-01-15,Epsilon Rohstoffe,Logistik,MAT-1046,28,206.23,5774.44,15,normal,False,False,False,False,False,0.11028180448193697,False,unauffaellig
INV-100355,PO-500355,2024-01-02,Epsilon Rohstoffe,Verpackung,MAT-1057,135,2.0,270.0,2,normal,False,False,False,False,False,0.09124791287408351,False,unauffaellig
INV-SPLIT-1-1,PO-700004,2024-05-05,Epsilon Rohstoffe,Elektronik,MAT-1045,97,78.62,7626.59,13,auftragssplitting,False,False,False,True,True,0.15686987566873656,False,nur Regel
INV-100573,PO-500573,2024-02-22,Delta Elektronik,Verpackung,MAT-1061,21,2.31,48.51,5,normal,False,False,False,False,False,0.10792064222033443,False,unauffaellig
INV-100084,PO-500084,2024-01-02,Zeta Verpackung,Elektronik,MAT-1084,75,153.22,11491.5,16,normal,False,False,False,False,False,0.12888206565370636,False,unauffaellig
INV-100296,PO-500296,2024-11-17,Eta Industriebedarf,Elektronik,MAT-1022,84,90.5,7602.0,16,normal,False,False,False,False,False,0.14746118624857585,False,unauffaellig
INV-100442,PO-500442,2024-07-16,Gamma Logistik AG,Rohmaterial,MAT-1045,137,8.73,1196.01,11,normal,False,False,False,False,False,0.1642500503511381,False,unauffaellig
INV-100203,PO-500203,2024-11-06,Gamma Logistik AG,Elektronik,MAT-1058,22,112.21,2468.62,9,normal,False,False,False,False,False,0.10078928158624051,False,unauffaellig
INV-100196,PO-500196,2024-05-05,Gamma Logistik AG,Verpackung,MAT-1047,150,65.29,9794.12,7,knapp_unter_grenze,False,True,True,False,True,0.11865307824899823,False,nur Regel
INV-100278,PO-500278,2024-10-19,Theta Werkzeuge,Bueromaterial,MAT-1032,161,13.35,2149.35,14,normal,False,False,False,False,False,0.17318858643110302,False,unauffaellig
INV-100093,PO-500093,2024-03-28,Gamma Logistik AG,Elektronik,MAT-1084,192,10.17,1952.64,10,preisanomalie,False,True,False,True,True,0.14308236868594892,False,nur Regel
INV-100528,PO-500528,2024-05-22,Epsilon Rohstoffe,Verpackung,MAT-1061,38,3.1,117.8,17,normal,False,False,False,False,False,0.15374243128542292,False,unauffaellig
INV-100490,PO-500490,2024-08-03,Alpha Components GmbH,Verpackung,MAT-1011,141,2.7,380.7,24,normal,False,False,False,False,False,0.09956673624081702,False,unauffaellig
INV-100591,PO-500591,2024-03-28,Zeta Verpackung,Werkzeuge,MAT-1067,72,58.53,4214.16,13,normal,False,False,False,True,True,0.16309650164172118,False,nur Regel
INV-100028,PO-500028,2024-10-16,Beta Metalltechnik,Logistik,MAT-1029,21,228.67,4802.07,12,normal,False,False,False,False,False,0.09729331221830229,False,unauffaellig
INV-100184,PO-500184,2024-12-10,Alpha Components GmbH,Elektronik,MAT-1003,84,125.43,10536.12,15,normal,False,False,False,False,False,0.1409012332813096,False,unauffaellig
INV-100521,PO-500521,2024-06-01,Alpha Components GmbH,Werkzeuge,MAT-1036,165,42.12,6949.8,12,normal,False,False,False,False,False,0.1466037537087015,False,unauffaellig
INV-100178,PO-500178,2024-07-29,Epsilon Rohstoffe,Bueromaterial,MAT-1038,4,63.18,252.72,15,preisanomalie,False,True,False,False,True,0.10663049750541953,False,nur Regel
INV-100260,PO-500260,2024-01-23,Delta Elektronik,Elektronik,MAT-1069,35,145.75,5101.25,15,normal,False,False,False,False,False,0.12725817604841128,False,unauffaellig
INV-100153,PO-500153,2024-04-19,Eta Industriebedarf,Logistik,MAT-1024,5,316.34,1581.7,18,normal,False,False,False,False,False,0.03568837695945404,False,unauffaellig
INV-100075,PO-500075,2024-10-17,Theta Werkzeuge,Logistik,MAT-1094,199,338.25,67311.75,14,normal,False,False,False,False,False,-0.022998055652764582,True,nur ML
INV-100357,PO-500357,2024-09-29,Beta Metalltechnik,Logistik,MAT-1037,68,292.84,19913.12,18,normal,True,False,False,False,True,0.07504957146351027,False,nur Regel
INV-100092,PO-500092,2024-01-02,Alpha Components GmbH,Rohmaterial,MAT-1015,131,7.6,995.6,4,normal,False,False,False,False,False,0.11811593760671069,False,unauffaellig
INV-100353,PO-500353,2024-04-06,Alpha Components GmbH,Rohmaterial,MAT-1042,112,6.25,700.0,6,normal,False,False,False,False,False,0.1366051620221863,False,unauffaellig
INV-100068,PO-500068,2024-05-03,Gamma Logistik AG,Elektronik,MAT-1050,83,163.18,13543.94,12,normal,False,False,False,False,False,0.11707667467743993,False,unauffaellig
INV-100377,PO-500377,2024-10-08,Beta Metalltechnik,Bueromaterial,MAT-1033,50,16.35,817.5,18,normal,False,False,False,False,False,0.16156740495594313,False,unauffaellig
INV-100334,PO-500334,2024-03-10,Theta Werkzeuge,Verpackung,MAT-1072,58,2.73,158.34,17,normal,False,False,False,False,False,0.16505329666847662,False,unauffaellig
INV-100188,PO-500188,2024-02-02,Zeta Verpackung,Werkzeuge,MAT-1065,76,43.82,3330.32,15,normal,False,False,False,False,False,0.16555879700757486,False,unauffaellig
INV-100015,PO-500015,2024-05-29,Theta Werkzeuge,Elektronik,MAT-1085,56,141.45,7921.2,8,normal,False,False,False,False,False,0.1206973271465066,False,unauffaellig
INV-SPLIT-5-1,PO-700017,2024-02-12,Theta Werkzeuge,Logistik,MAT-1059,119,60.69,7221.54,11,auftragssplitting,False,True,False,True,True,0.1494334606382831,False,nur Regel
INV-100408,PO-500408,2024-05-07,Gamma Logistik AG,Logistik,MAT-1068,45,316.43,14239.35,11,normal,False,False,False,False,False,0.0749702507446362,False,unauffaellig
INV-100088,PO-500088,2024-05-22,Theta Werkzeuge,Logistik,MAT-1004,156,215.23,33575.88,11,normal,False,False,False,False,False,0.05270146422855809,False,unauffaellig
INV-100544,PO-500544,2024-11-01,Eta Industriebedarf,Rohmaterial,MAT-1003,68,8.92,606.56,12,normal,False,False,False,False,False,0.17889499998132152,False,unauffaellig
INV-100117,PO-500117,2024-03-17,Eta Industriebedarf,Verpackung,MAT-1052,135,2.47,333.45,17,normal,False,False,False,False,False,0.16436957909975214,False,unauffaellig
INV-SPLIT-2-1,PO-700007,2024-09-11,Beta Metalltechnik,Werkzeuge,MAT-1025,89,68.8,6122.91,14,auftragssplitting,False,False,False,True,True,0.15780002225160467,False,nur Regel
INV-100486,PO-500486,2024-09-20,Theta Werkzeuge,Verpackung,MAT-1076,32,2.12,67.84,20,normal,False,False,False,False,False,0.1302644824253919,False,unauffaellig
INV-100033,PO-500033,2024-02-21,Gamma Logistik AG,Elektronik,MAT-1055,109,123.93,13508.37,5,normal,False,False,False,False,False,0.07477291437633432,False,unauffaellig
INV-100000,PO-500000,2024-06-07,Eta Industriebedarf,Elektronik,MAT-1008,155,62.7,9718.03,4,knapp_unter_grenze,False,False,True,False,True,0.08724647834587496,False,nur Regel
INV-SPLIT-3-2,PO-700011,2024-11-30,Delta Elektronik,Logistik,MAT-1008,32,211.09,6754.83,17,auftragssplitting,False,False,False,True,True,0.09486489881812421,False,nur Regel
INV-100250,PO-500250,2024-04-28,Eta Industriebedarf,Verpackung,MAT-1068,134,2.06,276.04,10,normal,False,False,False,False,False,0.1589165780066008,False,unauffaellig
INV-100411,PO-500411,2024-06-09,Beta Metalltechnik,Werkzeuge,MAT-1098,187,51.74,9675.38,9,normal,False,False,True,True,True,0.10646885711595444,False,nur Regel
INV-100395,PO-500395,2024-04-15,Gamma Logistik AG,Bueromaterial,MAT-1055,50,13.3,665.0,22,normal,False,False,False,False,False,0.12227213669285136,False,unauffaellig
INV-100556,PO-500556,2024-01-19,Theta Werkzeuge,Verpackung,MAT-1094,31,2.63,81.53,14,normal,False,False,False,False,False,0.16185696633105595,False,unauffaellig
INV-100322,PO-500322,2024-10-07,Zeta Verpackung,Elektronik,MAT-1090,87,143.03,12443.61,12,normal,False,False,False,False,False,0.12614992814747777,False,unauffaellig
INV-100022,PO-500022,2024-10-05,Theta Werkzeuge,Verpackung,MAT-1026,140,2.35,329.0,17,normal,False,False,False,False,False,0.16473137655664927,False,unauffaellig
INV-100061,PO-500061,2024-03-07,Theta Werkzeuge,Bueromaterial,MAT-1023,99,15.95,1579.05,24,normal,False,False,False,False,False,0.1078864177571256,False,unauffaellig
INV-100116,PO-500116,2024-02-22,Zeta Verpackung,Verpackung,MAT-1075,62,14.04,870.48,14,preisanomalie,False,True,False,False,True,0.18026045330031681,False,nur Regel
INV-100595,PO-500595,2024-11-21,Gamma Logistik AG,Logistik,MAT-1022,102,386.82,39455.64,11,normal,False,False,False,False,False,0.0006462705645406963,False,unauffaellig
INV-100228,PO-500228,2024-02-17,Zeta Verpackung,Logistik,MAT-1073,19,340.2,6463.8,15,normal,False,False,False,True,True,0.05365503341608424,False,nur Regel
INV-100089,PO-500089,2024-02-08,Zeta Verpackung,Bueromaterial,MAT-1099,9,16.38,147.42,10,normal,False,False,False,False,False,0.1329389029925649,False,unauffaellig
INV-100182,PO-500182,2024-03-08,Epsilon Rohstoffe,Bueromaterial,MAT-1052,51,12.46,635.46,15,normal,False,False,False,False,False,0.17456346951956236,False,unauffaellig
INV-100275,PO-500275,2024-08-14,Delta Elektronik,Elektronik,MAT-1012,92,19.39,1783.88,20,preisanomalie,False,True,False,False,True,0.14887258597533687,False,nur Regel
INV-100284,PO-500284,2024-07-13,Alpha Components GmbH,Bueromaterial,MAT-1030,69,14.88,1026.72,18,normal,False,False,False,False,False,0.16666819409862194,False,unauffaellig
INV-100018,PO-500018,2024-02-08,Alpha Components GmbH,Rohmaterial,MAT-1077,34,7.46,253.64,16,normal,False,False,False,False,False,0.164208967645464,False,unauffaellig
INV-100305,PO-500305,2024-12-07,Eta Industriebedarf,Rohmaterial,MAT-1083,62,7.62,472.44,15,normal,False,False,False,False,False,0.18094386547410252,False,unauffaellig
INV-100383,PO-500383,2024-12-15,Delta Elektronik,Rohmaterial,MAT-1071,68,8.31,565.08,14,normal,False,False,False,False,False,0.1822740519921185,False,unauffaellig
INV-100144,PO-500144,2024-11-25,Gamma Logistik AG,Werkzeuge,MAT-1070,70,70.49,4934.3,12,normal,False,False,False,False,False,0.15818482402828632,False,unauffaellig
INV-100369,PO-500369,2024-07-11,Theta Werkzeuge,Logistik,MAT-1074,38,300.5,11419.0,16,normal,False,False,False,False,False,0.07985578554862521,False,unauffaellig
INV-100329,PO-500329,2024-08-29,Eta Industriebedarf,Bueromaterial,MAT-1067,87,20.36,1771.32,10,normal,False,False,False,False,False,0.16858591952840296,False,unauffaellig
INV-100584,PO-500584,2024-11-28,Theta Werkzeuge,Verpackung,MAT-1020,149,2.17,323.33,4,normal,False,False,False,True,True,0.11189190529869592,False,nur Regel
INV-100431,PO-500431,2024-06-01,Zeta Verpackung,Bueromaterial,MAT-1057,96,5.86,562.56,12,normal,False,False,False,False,False,0.17535259269026993,False,unauffaellig
INV-100404,PO-500404,2024-09-15,Alpha Components GmbH,Verpackung,MAT-1021,154,1.76,271.04,13,normal,False,False,False,True,True,0.16506475841915658,False,nur Regel
INV-100046,PO-500046,2024-11-11,Eta Industriebedarf,Logistik,MAT-1002,116,247.31,28687.96,7,normal,False,False,False,False,False,0.04350468970493937,False,unauffaellig
INV-100261,PO-500261,2024-06-12,Theta Werkzeuge,Bueromaterial,MAT-1039,36,13.32,479.52,14,normal,False,False,False,False,False,0.17016338169590095,False,unauffaellig
INV-100195,PO-500195,2024-12-14,Zeta Verpackung,Elektronik,MAT-1024,5,71.58,357.9,6,normal,False,False,False,False,False,0.07072466694564078,False,unauffaellig
INV-SPLIT-5-2,PO-700018,2024-02-11,Theta Werkzeuge,Logistik,MAT-1059,45,165.61,7452.44,19,auftragssplitting,False,False,False,True,True,0.10704797573482949,False,nur Regel
INV-100539,PO-500539,2024-07-31,Eta Industriebedarf,Werkzeuge,MAT-1058,170,43.17,7338.9,11,normal,False,False,False,False,False,0.13834565028244467,False,unauffaellig
INV-100107,PO-500107,2024-09-13,Epsilon Rohstoffe,Rohmaterial,MAT-1064,118,8.52,1005.36,14,normal,False,False,False,False,False,0.179892952160564,False,unauffaellig
INV-100582,PO-500582,2024-05-03,Zeta Verpackung,Rohmaterial,MAT-1092,58,8.12,470.96,17,normal,False,False,False,False,False,0.17008812403609763,False,unauffaellig
INV-100456,PO-500456,2024-04-30,Epsilon Rohstoffe,Verpackung,MAT-1091,171,2.58,441.18,11,normal,True,False,False,False,True,0.15498869825630635,False,nur Regel
INV-100338,PO-500338,2024-06-09,Eta Industriebedarf,Elektronik,MAT-1027,163,90.46,14744.98,20,normal,False,False,False,False,False,0.09506353937586953,False,unauffaellig
INV-100473,PO-500473,2024-01-13,Zeta Verpackung,Logistik,MAT-1077,27,257.17,6943.59,11,normal,False,False,False,False,False,0.09447257102318041,False,unauffaellig
INV-SPLIT-0-2,PO-700002,2025-01-01,Gamma Logistik AG,Elektronik,MAT-1042,76,78.26,5947.55,17,auftragssplitting,False,False,False,True,True,0.14617810292164718,False,nur Regel
INV-100577,PO-500577,2024-12-06,Theta Werkzeuge,Bueromaterial,MAT-1057,117,20.05,2345.85,15,normal,False,False,False,False,False,0.17728201517927827,False,unauffaellig
INV-100477,PO-500477,2024-07-02,Alpha Components GmbH,Bueromaterial,MAT-1041,148,16.67,2467.16,14,normal,False,False,False,False,False,0.17107510812212257,False,unauffaellig
INV-100483,PO-500483,2024-01-25,Epsilon Rohstoffe,Elektronik,MAT-1051,3,143.41,430.23,13,normal,False,False,False,False,False,0.07572819268358921,False,unauffaellig
INV-100417,PO-500417,2024-01-24,Alpha Components GmbH,Rohmaterial,MAT-1005,137,7.55,1034.35,10,normal,False,False,False,False,False,0.16090757379815818,False,unauffaellig
INV-100149,PO-500149,2024-03-14,Epsilon Rohstoffe,Elektronik,MAT-1001,70,92.41,6468.7,9,normal,False,False,False,True,True,0.12950300966224382,False,nur Regel
INV-100124,PO-500124,2024-08-12,Alpha Components GmbH,Verpackung,MAT-1072,134,2.44,326.96,17,normal,False,False,False,False,False,0.16344214396991008,False,unauffaellig
INV-100513,PO-500513,2024-05-17,Gamma Logistik AG,Werkzeuge,MAT-1082,31,57.35,1777.85,15,normal,False,False,False,False,False,0.1402270008637032,False,unauffaellig
INV-100558,PO-500558,2024-03-04,Eta Industriebedarf,Elektronik,MAT-1014,191,97.97,18712.27,13,normal,False,False,False,False,False,0.07875645633892209,False,unauffaellig
INV-100185,PO-500185,2024-02-04,Eta Industriebedarf,Logistik,MAT-1088,187,269.76,50445.12,11,normal,False,False,False,False,False,0.020377256391705734,False,unauffaellig
INV-SPLIT-1-2,PO-700005,2024-05-04,Epsilon Rohstoffe,Elektronik,MAT-1045,32,186.97,5983.14,9,auftragssplitting,False,False,False,True,True,0.10326676501982424,False,nur Regel
INV-100485,PO-500485,2024-08-02,Gamma Logistik AG,Bueromaterial,MAT-1071,25,16.0,400.0,10,normal,False,False,False,False,False,0.15451817629026804,False,unauffaellig
INV-SPLIT-3-0,PO-700009,2024-12-04,Delta Elektronik,Logistik,MAT-1008,35,158.1,5533.56,7,auftragssplitting,False,False,False,True,True,0.09762583516918821,False,nur Regel
INV-100597,PO-500597,2024-03-23,Gamma Logistik AG,Rohmaterial,MAT-1050,192,9.93,1906.56,11,normal,False,False,False,False,False,0.14440528687629073,False,unauffaellig
INV-100142,PO-500142,2024-04-05,Zeta Verpackung,Verpackung,MAT-1053,1,2.61,2.61,11,normal,False,False,False,False,False,0.1118036513288197,False,unauffaellig
INV-100141,PO-500141,2024-03-26,Alpha Components GmbH,Logistik,MAT-1062,181,314.5,56924.5,11,normal,False,False,False,False,False,0.023273468694990584,False,unauffaellig
INV-100516,PO-500516,2024-01-01,Alpha Components GmbH,Bueromaterial,MAT-1099,58,18.49,1072.42,10,normal,False,False,False,False,False,0.1659051252209297,False,unauffaellig
INV-100019,PO-500019,2024-07-01,Theta Werkzeuge,Logistik,MAT-1015,180,271.84,48931.2,16,normal,False,False,False,False,False,0.033812815517587747,False,unauffaellig
INV-100172,PO-500172,2024-09-24,Eta Industriebedarf,Bueromaterial,MAT-1014,196,18.41,3608.36,17,normal,False,False,False,False,False,0.12212998277401271,False,unauffaellig
INV-100525,PO-500525,2024-10-05,Beta Metalltechnik,Elektronik,MAT-1098,59,107.71,6354.89,18,normal,False,False,False,False,False,0.13608717925109015,False,unauffaellig
INV-100012,PO-500012,2024-01-14,Beta Metalltechnik,Werkzeuge,MAT-1024,92,38.61,3552.12,9,normal,False,False,False,False,False,0.15384638334625217,False,unauffaellig
INV-100025,PO-500025,2024-10-03,Delta Elektronik,Werkzeuge,MAT-1071,4,30.54,122.16,15,normal,False,False,False,False,False,0.11965358752818833,False,unauffaellig
INV-100450,PO-500450,2024-12-16,Epsilon Rohstoffe,Logistik,MAT-1053,9,260.05,2340.45,6,normal,False,False,False,False,False,0.03426950481789026,False,unauffaellig
INV-100169,PO-500169,2024-08-03,Zeta Verpackung,Werkzeuge,MAT-1084,46,56.88,2616.48,14,normal,False,False,False,False,False,0.15676482898379085,False,unauffaellig
INV-100414,PO-500414,2024-06-03,Gamma Logistik AG,Logistik,MAT-1052,150,245.96,36894.0,18,normal,False,False,False,False,False,0.0481446968910037,False,unauffaellig
INV-100354,PO-500354,2024-08-10,Eta Industriebedarf,Logistik,MAT-1057,51,1441.47,73514.97,6,preisanomalie,False,True,False,False,True,-0.17632447489421732,True,Regel + ML
INV-100245,PO-500245,2024-04-08,Delta Elektronik,Elektronik,MAT-1088,50,130.81,6540.5,11,normal,False,False,False,False,False,0.13650708225154567,False,unauffaellig
INV-100552,PO-500552,2024-10-11,Zeta Verpackung,Werkzeuge,MAT-1088,187,40.89,7646.43,10,normal,False,False,False,False,False,0.11996081370826622,False,unauffaellig
INV-100272,PO-500272,2024-08-25,Eta Industriebedarf,Werkzeuge,MAT-1018,36,43.98,1583.28,10,normal,False,False,False,False,False,0.14137060416495634,False,unauffaellig
INV-100154,PO-500154,2024-01-23,Epsilon Rohstoffe,Rohmaterial,MAT-1025,31,11.57,358.67,13,normal,False,False,False,False,False,0.16578789766849183,False,unauffaellig
INV-100126,PO-500126,2024-06-06,Theta Werkzeuge,Logistik,MAT-1030,170,294.77,50110.9,8,normal,False,False,False,False,False,0.010031094805812657,False,unauffaellig
INV-100409,PO-500409,2024-12-27,Alpha Components GmbH,Rohmaterial,MAT-1052,2,9.0,18.0,12,normal,False,False,False,False,False,0.1220443856698431,False,unauffaellig
INV-100287,PO-500287,2024-12-11,Eta Industriebedarf,Werkzeuge,MAT-1039,131,60.37,7908.47,15,normal,False,False,False,False,False,0.15266489258901456,False,unauffaellig
INV-100113,PO-500113,2024-09-28,Theta Werkzeuge,Verpackung,MAT-1001,14,2.87,40.18,4,normal,False,False,False,False,False,0.09168943527386858,False,unauffaellig
INV-100449,PO-500449,2024-08-18,Gamma Logistik AG,Logistik,MAT-1092,100,318.23,31823.0,25,normal,False,False,False,False,False,-0.02528007444682745,True,nur ML
INV-100173,PO-500173,2024-03-19,Epsilon Rohstoffe,Rohmaterial,MAT-1041,59,8.66,510.94,17,normal,False,False,False,False,False,0.17072754987146987,False,unauffaellig
INV-100057,PO-500057,2024-02-22,Theta Werkzeuge,Elektronik,MAT-1092,184,95.33,17540.72,16,normal,False,False,False,False,False,0.09866020997421343,False,unauffaellig
INV-100398,PO-500398,2024-04-30,Delta Elektronik,Verpackung,MAT-1083,18,2.84,51.12,11,normal,False,False,False,False,False,0.1506631794721756,False,unauffaellig
INV-100222,PO-500222,2024-08-12,Theta Werkzeuge,Werkzeuge,MAT-1052,120,49.44,5932.8,15,normal,False,False,False,True,True,0.16029519463661457,False,nur Regel
INV-100280,PO-500280,2024-10-18,Eta Industriebedarf,Rohmaterial,MAT-1003,39,10.33,402.87,22,normal,False,False,False,False,False,0.11924474806496133,False,unauffaellig
